acn,cid,sfd,aod,drcr,channel,amount,occupation,narration,transaction_date,gst_import
4581661791,63476,Business,2025-11-25,0,Internet Banking,789,Retired,Water Bill,2026-06-01,0
4581661791,63476,Business,2025-11-25,0,Internet Banking,48500,Retired,Insurance Premium,2026-06-26,1
4581661791,63476,Business,2025-11-25,0,Internet Banking,2125,Retired,Broadband Bill,2026-08-03,0
4581661791,63476,Business,2025-11-25,0,Internet Banking,3756,Retired,Broadband Bill,2026-08-06,1
4581661791,63476,Business,2025-11-25,0,RTGS,20986,Retired,Travel Booking,2026-08-15,0
4581661791,63476,Business,2025-11-25,0,ATM,4781,Retired,Travel Booking,2026-08-18,1
4581661791,63476,Business,2025-11-25,1,Branch,331252,Retired,Premature,2026-08-27,0
4581661791,63476,Business,2025-11-25,0,Branch,3519,Retired,Restaurant,2026-09-03,1
4581661791,63476,Business,2025-11-25,0,Internet Banking,5753,Retired,Electricity Bill,2026-09-25,1
4581661791,63476,Business,2025-11-25,0,Internet Banking,57168,Retired,Loan EMI,2026-09-30,1
4581661791,63476,Business,2025-11-25,0,Internet Banking,30285,Retired,Loan EMI,2026-10-26,1
4581661791,63476,Business,2025-11-25,0,NEFT,258,Retired,Restaurant,2026-10-31,0
4581661791,63476,Business,2025-11-25,0,Internet Banking,14507,Retired,Mutual Fund SIP,2026-11-04,0
4581661791,63476,Business,2025-11-25,1,Branch,153177,Retired,Cheque Deposit,2026-11-16,0
4581661791,63476,Business,2025-11-25,0,UPI,657,Retired,UPI Payment,2026-12-03,1
4581661791,63476,Business,2025-11-25,0,ATM,2855,Retired,Mobile Recharge,2026-12-23,1
4581661791,63476,Business,2025-11-25,0,Internet Banking,14960,Retired,Insurance Premium,2026-12-24,0
4585406115,43950,Business,2026-03-18,0,NEFT,5348,Salaried,Fuel,2026-05-12,1
4585406115,43950,Business,2026-03-18,0,Internet Banking,7785,Salaried,Electricity Bill,2026-06-09,1
4585406115,43950,Business,2026-03-18,0,Branch,2178,Salaried,Mobile Recharge,2026-06-09,1
4585406115,43950,Business,2026-03-18,0,Internet Banking,19260,Salaried,Loan EMI,2026-06-11,1
4585406115,43950,Business,2026-03-18,0,NEFT,4262,Salaried,Fuel,2026-06-15,1
4585406115,43950,Business,2026-03-18,1,Internet Banking,91868,Salaried,Tax Refund,2026-08-12,1
4610475662,86481,Cash,2026-01-19,0,ATM,4921,Student,Restaurant,2026-04-02,0
4610475662,86481,Cash,2026-01-19,1,UPI,47704,Student,Business Credit,2026-07-15,1
4610475662,86481,Cash,2026-01-19,1,Branch,208237,Student,Cash Deposit,2026-07-17,1
4610475662,86481,Cash,2026-01-19,1,Branch,284751,Student,Cash Deposit,2026-08-01,1
4610475662,86481,Cash,2026-01-19,1,NEFT,26113,Student,Dividend,2026-09-06,0
4610475662,86481,Cash,2026-01-19,0,IMPS,4572,Student,Online Shopping,2026-09-21,1
4610475662,86481,Cash,2026-01-19,0,RTGS,60042,Student,Travel Booking,2026-09-24,1
4610475662,86481,Cash,2026-01-19,0,ATM,26064,Student,Hotel Booking,2026-10-15,1
4610475662,86481,Cash,2026-01-19,0,ATM,47787,Student,Rent Payment,2026-11-18,0
4610475662,86481,Cash,2026-01-19,1,NEFT,83046,Student,Tax Refund,2026-12-10,0
4615323185,23084,Loan,2025-09-06,0,UPI,4754,Farmer,UPI Payment,2026-04-18,1
4615323185,23084,Loan,2025-09-06,0,NEFT,1685,Farmer,Restaurant,2026-04-26,1
4615323185,23084,Loan,2025-09-06,0,IMPS,28845,Farmer,Online Shopping,2026-06-03,1
4615323185,23084,Loan,2025-09-06,0,Internet Banking,67018,Farmer,Mutual Fund SIP,2026-06-17,1
4615323185,23084,Loan,2025-09-06,1,RTGS,2361,Farmer,GST Refund,2026-07-27,1
4615323185,23084,Loan,2025-09-06,0,ATM,27436,Farmer,Shopping Mall,2026-07-31,1
4615323185,23084,Loan,2025-09-06,0,UPI,13249,Farmer,Medical,2026-08-19,0
4615323185,23084,Loan,2025-09-06,0,Internet Banking,1121,Farmer,Water Bill,2026-08-26,0
4615323185,23084,Loan,2025-09-06,0,Internet Banking,53886,Farmer,Loan EMI,2026-08-27,0
4615323185,23084,Loan,2025-09-06,1,RTGS,3882,Farmer,Interest Credit,2026-10-12,1
4615323185,23084,Loan,2025-09-06,0,IMPS,27128,Farmer,Rent Payment,2026-10-15,0
4615323185,23084,Loan,2025-09-06,0,ATM,8024,Farmer,ATM Withdrawal,2026-10-25,1
4615323185,23084,Loan,2025-09-06,1,Branch,85235,Farmer,Cash Deposit,2026-10-31,0
4615323185,23084,Loan,2025-09-06,1,Internet Banking,33781,Farmer,Tax Refund,2026-11-13,0
4615323185,23084,Loan,2025-09-06,0,Internet Banking,36743,Farmer,Mutual Fund SIP,2026-11-30,0
4615323185,23084,Loan,2025-09-06,1,RTGS,24124,Farmer,Dividend,2026-12-08,1
4615323185,23084,Loan,2025-09-06,1,RTGS,226712,Farmer,Premature,2026-12-13,1
4615323185,23084,Loan,2025-09-06,0,Internet Banking,1173,Farmer,Electricity Bill,2026-12-15,1
4628281148,11330,Investment,2025-07-29,1,Branch,205687,Retired,Cash Deposit,2026-04-09,0
4628281148,11330,Investment,2025-07-29,0,Internet Banking,3605,Retired,Broadband Bill,2026-06-07,0
4628281148,11330,Investment,2025-07-29,1,NEFT,17962,Retired,GST Refund,2026-06-13,0
4628281148,11330,Investment,2025-07-29,0,IMPS,5302,Retired,Hotel Booking,2026-08-13,0
4628281148,11330,Investment,2025-07-29,0,Branch,3211,Retired,Hotel Booking,2026-09-30,0
4628281148,11330,Investment,2025-07-29,0,IMPS,21556,Retired,Hotel Booking,2026-11-19,0
4646427537,83248,Loan,2025-11-02,1,Internet Banking,12202,Self-Employed,GST Refund,2026-05-01,1
4646427537,83248,Loan,2025-11-02,0,ATM,2176,Self-Employed,ATM Withdrawal,2026-06-07,0
4646427537,83248,Loan,2025-11-02,1,RTGS,421828,Self-Employed,Premature,2026-07-11,1
4646427537,83248,Loan,2025-11-02,0,UPI,29870,Self-Employed,Medical,2026-08-21,0
4646427537,83248,Loan,2025-11-02,0,RTGS,15042,Self-Employed,Shopping Mall,2026-11-04,0
4659463752,56532,Cash,2026-03-06,0,NEFT,41215,Self-Employed,Hotel Booking,2026-04-08,1
4659463752,56532,Cash,2026-03-06,1,NEFT,51080,Self-Employed,Salary Credit,2026-06-12,0
4659463752,56532,Cash,2026-03-06,0,ATM,1608,Self-Employed,ATM Withdrawal,2026-06-17,1
4659463752,56532,Cash,2026-03-06,0,Internet Banking,78582,Self-Employed,Mutual Fund SIP,2026-08-19,1
4659463752,56532,Cash,2026-03-06,0,ATM,1722,Self-Employed,ATM Withdrawal,2026-09-20,1
4659463752,56532,Cash,2026-03-06,0,Internet Banking,9880,Self-Employed,Insurance Premium,2026-10-01,1
4659463752,56532,Cash,2026-03-06,0,NEFT,4691,Self-Employed,Fuel,2026-10-01,0
4659463752,56532,Cash,2026-03-06,0,Internet Banking,42333,Self-Employed,Insurance Premium,2026-10-04,0
4659463752,56532,Cash,2026-03-06,0,Internet Banking,8377,Self-Employed,Electricity Bill,2026-10-21,0
4659463752,56532,Cash,2026-03-06,0,Internet Banking,632,Self-Employed,Broadband Bill,2026-11-15,0
4659463752,56532,Cash,2026-03-06,1,RTGS,1708,Self-Employed,Interest Credit,2026-11-29,0
4659463752,56532,Cash,2026-03-06,0,NEFT,109911,Self-Employed,Hotel Booking,2026-12-04,1
4659463752,56532,Cash,2026-03-06,0,Branch,47156,Self-Employed,Hotel Booking,2026-12-04,0
4659463752,56532,Cash,2026-03-06,0,Branch,1745,Self-Employed,Restaurant,2026-12-13,0
4673002776,56836,Business,2025-08-20,0,Internet Banking,24374,Self-Employed,Insurance Premium,2026-04-25,1
4673002776,56836,Business,2025-08-20,0,RTGS,789,Self-Employed,Mobile Recharge,2026-04-29,0
4673002776,56836,Business,2025-08-20,0,Internet Banking,8975,Self-Employed,Mutual Fund SIP,2026-05-03,1
4673002776,56836,Business,2025-08-20,1,Internet Banking,87087,Self-Employed,Tax Refund,2026-05-12,0
4673002776,56836,Business,2025-08-20,0,Internet Banking,5257,Self-Employed,Electricity Bill,2026-05-16,1
4673002776,56836,Business,2025-08-20,0,UPI,4700,Self-Employed,UPI Payment,2026-05-19,1
4673002776,56836,Business,2025-08-20,0,UPI,19864,Self-Employed,Hotel Booking,2026-05-21,0
4673002776,56836,Business,2025-08-20,0,UPI,26886,Self-Employed,Travel Booking,2026-06-16,1
4673002776,56836,Business,2025-08-20,0,UPI,263,Self-Employed,UPI Payment,2026-06-21,1
4673002776,56836,Business,2025-08-20,1,Internet Banking,16408,Self-Employed,GST Refund,2026-07-06,0
4673002776,56836,Business,2025-08-20,0,IMPS,42334,Self-Employed,Online Shopping,2026-08-09,0
4673002776,56836,Business,2025-08-20,0,Internet Banking,2242,Self-Employed,Water Bill,2026-09-11,1
4673002776,56836,Business,2025-08-20,1,RTGS,22465,Self-Employed,Dividend,2026-09-13,0
4673002776,56836,Business,2025-08-20,0,Internet Banking,9691,Self-Employed,Electricity Bill,2026-10-06,1
4673002776,56836,Business,2025-08-20,0,NEFT,2020,Self-Employed,Mobile Recharge,2026-11-22,0
4682373997,68331,Loan,2026-01-01,0,Internet Banking,34681,Salaried,Insurance Premium,2026-04-02,1
4682373997,68331,Loan,2026-01-01,1,NEFT,1696,Salaried,Interest Credit,2026-04-08,0
4682373997,68331,Loan,2026-01-01,0,Internet Banking,3338,Salaried,Broadband Bill,2026-04-25,0
4682373997,68331,Loan,2026-01-01,1,Branch,226507,Salaried,Cheque Deposit,2026-04-29,1
4682373997,68331,Loan,2026-01-01,1,RTGS,511,Salaried,Interest Credit,2026-05-03,1
4682373997,68331,Loan,2026-01-01,0,Internet Banking,8308,Salaried,Electricity Bill,2026-06-17,0
4682373997,68331,Loan,2026-01-01,0,UPI,364,Salaried,Mobile Recharge,2026-06-21,0
4682373997,68331,Loan,2026-01-01,0,NEFT,1655,Salaried,Fuel,2026-07-15,1
4682373997,68331,Loan,2026-01-01,1,Branch,250279,Salaried,Cheque Deposit,2026-08-07,0
4682373997,68331,Loan,2026-01-01,0,UPI,18266,Salaried,Hotel Booking,2026-09-03,1
4682373997,68331,Loan,2026-01-01,0,Internet Banking,768,Salaried,Electricity Bill,2026-09-17,1
4682373997,68331,Loan,2026-01-01,1,NEFT,93308,Salaried,Tax Refund,2026-10-05,0
4682373997,68331,Loan,2026-01-01,1,Internet Banking,55575,Salaried,Tax Refund,2026-10-10,1
4682373997,68331,Loan,2026-01-01,0,Internet Banking,3382,Salaried,Water Bill,2026-10-19,1
4682373997,68331,Loan,2026-01-01,1,Internet Banking,326720,Salaried,Premature,2026-11-24,0
4696801716,32676,Cash,2026-05-16,1,NEFT,18572,Farmer,Dividend,2026-05-18,1
4696801716,32676,Cash,2026-05-16,1,Internet Banking,84196,Farmer,Business Credit,2026-07-30,1
4696801716,32676,Cash,2026-05-16,0,ATM,7342,Farmer,ATM Withdrawal,2026-08-04,0
4696801716,32676,Cash,2026-05-16,1,RTGS,46189,Farmer,Salary Credit,2026-08-11,0
4696801716,32676,Cash,2026-05-16,0,Internet Banking,5071,Farmer,Electricity Bill,2026-08-21,0
4696801716,32676,Cash,2026-05-16,0,NEFT,25350,Farmer,Medical,2026-08-28,0
4696801716,32676,Cash,2026-05-16,0,Internet Banking,2154,Farmer,Broadband Bill,2026-09-26,0
4696801716,32676,Cash,2026-05-16,0,Internet Banking,91250,Farmer,Mutual Fund SIP,2026-10-02,1
4696801716,32676,Cash,2026-05-16,0,Internet Banking,29708,Farmer,Loan EMI,2026-10-16,1
4696801716,32676,Cash,2026-05-16,0,UPI,7598,Farmer,Travel Booking,2026-10-18,1
4737473662,27716,Business,2025-11-07,0,Internet Banking,13915,Self-Employed,Medical,2026-04-10,0
4737473662,27716,Business,2025-11-07,0,UPI,13137,Self-Employed,POS Purchase,2026-04-13,0
4737473662,27716,Business,2025-11-07,0,UPI,21553,Self-Employed,Medical,2026-05-01,1
4737473662,27716,Business,2025-11-07,0,UPI,3976,Self-Employed,UPI Payment,2026-05-21,0
4737473662,27716,Business,2025-11-07,0,RTGS,12829,Self-Employed,POS Purchase,2026-06-16,0
4737473662,27716,Business,2025-11-07,1,IMPS,328616,Self-Employed,Premature,2026-06-29,0
4737473662,27716,Business,2025-11-07,1,RTGS,1134,Self-Employed,Interest Credit,2026-08-17,0
4737473662,27716,Business,2025-11-07,0,ATM,64304,Self-Employed,Hotel Booking,2026-11-02,1
4737473662,27716,Business,2025-11-07,1,Branch,269916,Self-Employed,Cheque Deposit,2026-11-16,1
4737473662,27716,Business,2025-11-07,0,ATM,15643,Self-Employed,Medical,2026-11-25,0
4762743477,28693,Salary,2025-07-30,0,Internet Banking,4307,Self-Employed,Broadband Bill,2026-07-26,0
4762743477,28693,Salary,2025-07-30,0,Internet Banking,57904,Self-Employed,Travel Booking,2026-09-03,1
4762743477,28693,Salary,2025-07-30,0,ATM,1788,Self-Employed,Restaurant,2026-10-18,0
4762743477,28693,Salary,2025-07-30,0,Internet Banking,3365,Self-Employed,Electricity Bill,2026-11-23,0
4762743477,28693,Salary,2025-07-30,1,RTGS,29927,Self-Employed,GST Refund,2026-11-24,1
4784429923,34374,Salary,2025-09-05,0,ATM,6071,Farmer,ATM Withdrawal,2026-04-04,1
4784429923,34374,Salary,2025-09-05,0,Internet Banking,1296,Farmer,Fuel,2026-04-05,0
4784429923,34374,Salary,2025-09-05,0,Branch,47685,Farmer,Online Shopping,2026-04-05,1
4784429923,34374,Salary,2025-09-05,1,Internet Banking,65248,Farmer,Tax Refund,2026-04-12,0
4784429923,34374,Salary,2025-09-05,0,NEFT,36276,Farmer,Travel Booking,2026-04-21,0
4784429923,34374,Salary,2025-09-05,1,RTGS,96140,Farmer,Tax Refund,2026-04-22,0
4784429923,34374,Salary,2025-09-05,0,Internet Banking,883,Farmer,Electricity Bill,2026-06-18,1
4784429923,34374,Salary,2025-09-05,0,Branch,4288,Farmer,Travel Booking,2026-07-06,0
4784429923,34374,Salary,2025-09-05,0,Internet Banking,1082,Farmer,Broadband Bill,2026-07-06,1
4784429923,34374,Salary,2025-09-05,1,Branch,296522,Farmer,Cheque Deposit,2026-08-03,1
4784429923,34374,Salary,2025-09-05,0,Internet Banking,2225,Farmer,Water Bill,2026-09-17,1
4784429923,34374,Salary,2025-09-05,0,UPI,51688,Farmer,Hotel Booking,2026-09-20,0
4784429923,34374,Salary,2025-09-05,1,Internet Banking,16538,Farmer,GST Refund,2026-09-23,1
4784429923,34374,Salary,2025-09-05,0,Internet Banking,23061,Farmer,Insurance Premium,2026-11-09,1
4784429923,34374,Salary,2025-09-05,0,IMPS,57374,Farmer,Travel Booking,2026-11-21,0
4784429923,34374,Salary,2025-09-05,0,Internet Banking,3292,Farmer,Medical,2026-12-08,1
4784429923,34374,Salary,2025-09-05,1,Internet Banking,3123,Farmer,Interest Credit,2026-12-10,1
4793124633,89196,Investment,2026-03-28,0,Internet Banking,72862,Farmer,Mutual Fund SIP,2026-04-18,0
4793124633,89196,Investment,2026-03-28,0,Internet Banking,1324,Farmer,Water Bill,2026-04-23,1
4793124633,89196,Investment,2026-03-28,0,Internet Banking,23358,Farmer,Online Shopping,2026-05-11,0
4793124633,89196,Investment,2026-03-28,0,UPI,844,Farmer,UPI Payment,2026-06-18,0
4793124633,89196,Investment,2026-03-28,1,Internet Banking,400008,Farmer,Premature,2026-08-01,1
4793124633,89196,Investment,2026-03-28,1,ATM,128756,Farmer,Premature,2026-08-03,0
4793124633,89196,Investment,2026-03-28,1,RTGS,769,Farmer,Interest Credit,2026-08-03,0
4793124633,89196,Investment,2026-03-28,1,ATM,156434,Farmer,Premature,2026-08-11,0
4793124633,89196,Investment,2026-03-28,1,ATM,384369,Farmer,Premature,2026-08-18,0
4793124633,89196,Investment,2026-03-28,1,RTGS,4999,Farmer,Tax Refund,2026-08-27,0
4793124633,89196,Investment,2026-03-28,0,UPI,3532,Farmer,UPI Payment,2026-09-04,0
4793124633,89196,Investment,2026-03-28,0,IMPS,3755,Farmer,POS Purchase,2026-10-08,1
4793124633,89196,Investment,2026-03-28,0,Internet Banking,649,Farmer,Water Bill,2026-10-25,0
4793124633,89196,Investment,2026-03-28,0,RTGS,22169,Farmer,Online Shopping,2026-10-29,1
4793124633,89196,Investment,2026-03-28,0,Internet Banking,4043,Farmer,Electricity Bill,2026-11-03,0
4793124633,89196,Investment,2026-03-28,0,IMPS,21049,Farmer,Medical,2026-11-09,1
4793124633,89196,Investment,2026-03-28,1,Branch,245024,Farmer,Cash Deposit,2026-11-17,0
4793124633,89196,Investment,2026-03-28,0,Internet Banking,9999,Farmer,Travel Booking,2026-11-25,0
4793124633,89196,Investment,2026-03-28,0,Internet Banking,37730,Farmer,Insurance Premium,2026-12-15,1
4794900657,20095,Loan,2025-12-11,1,RTGS,93342,Student,Salary Credit,2026-04-02,0
4794900657,20095,Loan,2025-12-11,1,NEFT,18086,Student,GST Refund,2026-04-06,0
4794900657,20095,Loan,2025-12-11,0,Internet Banking,4071,Student,Water Bill,2026-04-08,0
4794900657,20095,Loan,2025-12-11,1,RTGS,4185,Student,Interest Credit,2026-09-22,1
4794900657,20095,Loan,2025-12-11,0,UPI,2107,Student,Fuel,2026-10-26,1
4795031338,50611,Business,2026-07-01,1,NEFT,8015,Business,GST Refund,2026-07-11,0
4795031338,50611,Business,2026-07-01,0,Internet Banking,8614,Business,Electricity Bill,2026-07-14,0
4795031338,50611,Business,2026-07-01,0,UPI,4966,Business,UPI Payment,2026-07-16,1
4795031338,50611,Business,2026-07-01,1,Branch,153194,Business,Cheque Deposit,2026-07-17,1
4795031338,50611,Business,2026-07-01,1,NEFT,4046,Business,GST Refund,2026-07-28,0
4795031338,50611,Business,2026-07-01,1,RTGS,32140,Business,Salary Credit,2026-07-31,1
4795031338,50611,Business,2026-07-01,0,Internet Banking,25788,Business,Medical,2026-08-10,0
4795031338,50611,Business,2026-07-01,0,Branch,3660,Business,Restaurant,2026-08-22,1
4795031338,50611,Business,2026-07-01,1,NEFT,12341,Business,Dividend,2026-08-28,1
4795031338,50611,Business,2026-07-01,1,RTGS,14915,Business,Premature,2026-09-17,0
4795031338,50611,Business,2026-07-01,0,Internet Banking,1622,Business,Broadband Bill,2026-09-30,0
4795031338,50611,Business,2026-07-01,0,ATM,9982,Business,ATM Withdrawal,2026-10-19,1
4795031338,50611,Business,2026-07-01,0,Internet Banking,4514,Business,Broadband Bill,2026-12-04,0
4795031338,50611,Business,2026-07-01,1,ATM,247680,Business,Business Credit,2026-12-14,0
4795031338,50611,Business,2026-07-01,1,Branch,271970,Business,Cash Deposit,2026-12-19,1
4795031338,50611,Business,2026-07-01,1,Internet Banking,4057,Business,Interest Credit,2026-12-21,1
4800038525,86563,Cash,2025-12-01,0,IMPS,14422,Retired,Shopping Mall,2026-05-09,0
4800038525,86563,Cash,2025-12-01,0,Internet Banking,4724,Retired,Broadband Bill,2026-05-21,0
4800038525,86563,Cash,2025-12-01,1,RTGS,44327,Retired,Tax Refund,2026-08-05,1
4800038525,86563,Cash,2025-12-01,1,NEFT,104742,Retired,Salary Credit,2026-08-15,1
4800038525,86563,Cash,2025-12-01,0,Internet Banking,37679,Retired,Insurance Premium,2026-08-19,1
4800038525,86563,Cash,2025-12-01,0,IMPS,10868,Retired,Shopping Mall,2026-09-13,0
4800038525,86563,Cash,2025-12-01,0,Internet Banking,1488,Retired,Water Bill,2026-09-18,1
4800038525,86563,Cash,2025-12-01,0,NEFT,7508,Retired,POS Purchase,2026-09-25,0
4800038525,86563,Cash,2025-12-01,0,IMPS,9663,Retired,Hotel Booking,2026-09-30,0
4800038525,86563,Cash,2025-12-01,0,Branch,74751,Retired,Travel Booking,2026-10-09,1
4800038525,86563,Cash,2025-12-01,1,UPI,246014,Retired,Premature,2026-10-15,0
4800038525,86563,Cash,2025-12-01,1,Internet Banking,13583,Retired,Dividend,2026-10-20,0
4800038525,86563,Cash,2025-12-01,1,NEFT,4880,Retired,Interest Credit,2026-10-26,0
4800038525,86563,Cash,2025-12-01,0,Internet Banking,2661,Retired,Broadband Bill,2026-11-15,1
4800038525,86563,Cash,2025-12-01,0,UPI,7371,Retired,Online Shopping,2026-12-05,0
4800038525,86563,Cash,2025-12-01,1,UPI,251875,Retired,Premature,2026-12-18,0
4809598378,42047,Salary,2026-05-21,1,RTGS,60245,Farmer,Salary Credit,2026-06-01,0
4809598378,42047,Salary,2026-05-21,0,IMPS,40158,Farmer,Online Shopping,2026-06-03,1
4809598378,42047,Salary,2026-05-21,1,Branch,45642,Farmer,Cash Deposit,2026-06-16,0
4809598378,42047,Salary,2026-05-21,0,ATM,10002,Farmer,ATM Withdrawal,2026-06-20,0
4809598378,42047,Salary,2026-05-21,0,UPI,17700,Farmer,Medical,2026-07-24,1
4809598378,42047,Salary,2026-05-21,0,Internet Banking,2771,Farmer,Water Bill,2026-07-26,1
4809598378,42047,Salary,2026-05-21,0,Internet Banking,25149,Farmer,Online Shopping,2026-07-27,0
4809598378,42047,Salary,2026-05-21,0,Internet Banking,13527,Farmer,Loan EMI,2026-08-04,0
4809598378,42047,Salary,2026-05-21,1,RTGS,5448,Farmer,GST Refund,2026-08-09,1
4809598378,42047,Salary,2026-05-21,1,RTGS,23538,Farmer,Business Credit,2026-08-25,0
4809598378,42047,Salary,2026-05-21,0,IMPS,3501,Farmer,Fuel,2026-08-26,0
4809598378,42047,Salary,2026-05-21,0,NEFT,12863,Farmer,POS Purchase,2026-09-09,1
4809598378,42047,Salary,2026-05-21,1,Internet Banking,1307,Farmer,Dividend,2026-09-23,0
4809598378,42047,Salary,2026-05-21,0,Internet Banking,4699,Farmer,Broadband Bill,2026-10-03,1
4809598378,42047,Salary,2026-05-21,0,Internet Banking,831,Farmer,Electricity Bill,2026-10-10,0
4809598378,42047,Salary,2026-05-21,1,NEFT,300323,Farmer,Premature,2026-10-24,1
4809598378,42047,Salary,2026-05-21,0,Internet Banking,20678,Farmer,Medical,2026-11-25,0
4809598378,42047,Salary,2026-05-21,0,Internet Banking,10586,Farmer,Insurance Premium,2026-12-14,0
4809598378,42047,Salary,2026-05-21,0,RTGS,3135,Farmer,Medical,2026-12-17,1
4839193421,82256,Cash,2026-06-04,1,Internet Banking,2588,Student,Dividend,2026-07-06,1
4839193421,82256,Cash,2026-06-04,0,ATM,3556,Student,Online Shopping,2026-07-11,0
4839193421,82256,Cash,2026-06-04,0,UPI,646,Student,UPI Payment,2026-07-12,0
4839193421,82256,Cash,2026-06-04,1,RTGS,30917,Student,Salary Credit,2026-07-18,0
4839193421,82256,Cash,2026-06-04,0,Internet Banking,9180,Student,Medical,2026-07-18,1
4839193421,82256,Cash,2026-06-04,0,UPI,4904,Student,UPI Payment,2026-07-27,1
4839193421,82256,Cash,2026-06-04,0,Internet Banking,68151,Student,Mutual Fund SIP,2026-07-30,0
4839193421,82256,Cash,2026-06-04,0,Internet Banking,4237,Student,Water Bill,2026-08-05,0
4839193421,82256,Cash,2026-06-04,0,ATM,23717,Student,Hotel Booking,2026-08-20,1
4839193421,82256,Cash,2026-06-04,0,ATM,12218,Student,Medical,2026-09-06,1
4839193421,82256,Cash,2026-06-04,0,UPI,2837,Student,UPI Payment,2026-09-15,0
4839193421,82256,Cash,2026-06-04,0,Internet Banking,27720,Student,Medical,2026-09-16,0
4839193421,82256,Cash,2026-06-04,1,Internet Banking,2408,Student,Interest Credit,2026-09-20,0
4839193421,82256,Cash,2026-06-04,0,UPI,2456,Student,Restaurant,2026-09-27,1
4839193421,82256,Cash,2026-06-04,0,Internet Banking,4435,Student,Fuel,2026-11-05,0
4839193421,82256,Cash,2026-06-04,0,Internet Banking,79498,Student,Mutual Fund SIP,2026-12-01,0
4839193421,82256,Cash,2026-06-04,0,UPI,2669,Student,UPI Payment,2026-12-12,1
4839193421,82256,Cash,2026-06-04,0,RTGS,1232,Student,Mobile Recharge,2026-12-26,1
4840359337,61636,Salary,2025-09-27,0,UPI,6188,Student,Medical,2026-04-25,1
4840359337,61636,Salary,2025-09-27,0,Internet Banking,2144,Student,Water Bill,2026-04-26,0
4840359337,61636,Salary,2025-09-27,0,Internet Banking,54389,Student,Loan EMI,2026-07-14,0
4840359337,61636,Salary,2025-09-27,0,Internet Banking,786,Student,Broadband Bill,2026-09-02,1
4840359337,61636,Salary,2025-09-27,0,IMPS,56531,Student,Travel Booking,2026-10-10,0
4840359337,61636,Salary,2025-09-27,1,Branch,206813,Student,Cheque Deposit,2026-11-10,0
4840359337,61636,Salary,2025-09-27,0,UPI,34583,Student,Online Shopping,2026-11-26,0
4840359337,61636,Salary,2025-09-27,0,UPI,18575,Student,Shopping Mall,2026-11-30,0
4843776563,68531,Business,2025-12-08,0,Internet Banking,7219,Student,POS Purchase,2026-05-01,0
4843776563,68531,Business,2025-12-08,0,ATM,61313,Student,Hotel Booking,2026-06-12,0
4843776563,68531,Business,2025-12-08,0,IMPS,23850,Student,Shopping Mall,2026-08-08,0
4843776563,68531,Business,2025-12-08,0,ATM,668,Student,Mobile Recharge,2026-09-13,0
4843776563,68531,Business,2025-12-08,0,IMPS,4325,Student,Shopping Mall,2026-09-22,1
4843776563,68531,Business,2025-12-08,1,RTGS,20883,Student,Dividend,2026-10-11,0
4843776563,68531,Business,2025-12-08,0,Internet Banking,4884,Student,Water Bill,2026-12-13,1
4843776563,68531,Business,2025-12-08,0,Internet Banking,2266,Student,Water Bill,2026-12-16,0
4843776563,68531,Business,2025-12-08,0,UPI,6587,Student,POS Purchase,2026-12-21,1
4843776563,68531,Business,2025-12-08,0,UPI,3401,Student,Medical,2026-12-31,1
4858830646,53408,Investment,2025-09-17,1,IMPS,57285,Farmer,Business Credit,2026-04-01,1
4858830646,53408,Investment,2025-09-17,1,Branch,29476,Farmer,Cash Deposit,2026-06-01,0
4858830646,53408,Investment,2025-09-17,1,NEFT,2255,Farmer,Interest Credit,2026-07-26,0
4858830646,53408,Investment,2025-09-17,0,Internet Banking,26447,Farmer,Shopping Mall,2026-07-28,1
4858830646,53408,Investment,2025-09-17,1,NEFT,13923,Farmer,Dividend,2026-08-02,1
4858830646,53408,Investment,2025-09-17,0,UPI,26318,Farmer,Medical,2026-08-24,0
4858830646,53408,Investment,2025-09-17,0,Branch,2547,Farmer,Mobile Recharge,2026-09-24,0
4858830646,53408,Investment,2025-09-17,1,NEFT,2401,Farmer,GST Refund,2026-10-03,0
4858830646,53408,Investment,2025-09-17,1,Internet Banking,2019,Farmer,Interest Credit,2026-10-23,0
4858830646,53408,Investment,2025-09-17,0,Internet Banking,46438,Farmer,Loan EMI,2026-10-26,1
4858830646,53408,Investment,2025-09-17,0,UPI,111,Farmer,Mobile Recharge,2026-10-27,0
4858830646,53408,Investment,2025-09-17,0,UPI,4759,Farmer,UPI Payment,2026-11-07,1
4858830646,53408,Investment,2025-09-17,0,Internet Banking,3744,Farmer,Electricity Bill,2026-11-12,0
4858830646,53408,Investment,2025-09-17,0,Internet Banking,2317,Farmer,Broadband Bill,2026-12-04,1
4858830646,53408,Investment,2025-09-17,0,Internet Banking,654,Farmer,Mobile Recharge,2026-12-06,1
4858830646,53408,Investment,2025-09-17,1,Branch,90441,Farmer,Cash Deposit,2026-12-09,0
4862349458,98275,Investment,2025-08-09,1,RTGS,7615,Self-Employed,Dividend,2026-06-17,1
4862349458,98275,Investment,2025-08-09,1,NEFT,50672,Self-Employed,Salary Credit,2026-07-27,1
4862349458,98275,Investment,2025-08-09,0,Internet Banking,75107,Self-Employed,Mutual Fund SIP,2026-08-25,0
4862349458,98275,Investment,2025-08-09,0,Branch,8772,Self-Employed,POS Purchase,2026-10-28,1
